,Eyetracker timestamp,Gaze point X,Gaze point Y
28896,1079064824.0,873.0,283.0
28897,1079073089.0,863.0,290.0
28898,1079081414.0,858.0,273.0
28899,1079089752.0,869.0,288.0
28900,1079098080.0,876.0,288.0
28901,1079106411.0,879.0,266.0
28902,1079114744.0,883.0,292.0
28903,1079123075.0,882.0,322.0
28904,1079131411.0,882.0,306.0
28905,1079139742.0,873.0,307.0
28906,1079148128.0,862.0,288.0
28907,1079156404.0,852.0,287.0
28908,1079164739.0,802.0,336.0
28909,1079173073.0,703.0,297.0
28910,1079181460.0,681.0,286.0
28911,1079189742.0,681.0,281.0
28912,1079198091.0,683.0,298.0
28913,1079206402.0,683.0,298.0
28914,1079214741.0,699.0,341.0
28915,1079223089.0,699.0,319.0
28916,1079231488.0,693.0,302.0
28917,1079239733.0,680.0,282.0
28918,1079248122.0,672.0,277.0
28919,1079256412.0,675.0,286.0
28920,1079264728.0,676.0,277.0
28921,1079273076.0,662.0,293.0
28922,1079281399.0,639.0,327.0
28923,1079289785.0,681.0,304.0
28924,1079298120.0,676.0,301.0
28925,1079306394.0,679.0,291.0
28926,1079314732.0,686.0,309.0
28927,1079323060.0,701.0,323.0
28928,1079331385.0,686.0,349.0
28929,1079339721.0,696.0,316.0
28930,1079348053.0,693.0,305.0
28931,1079356400.0,708.0,305.0
28932,1079364720.0,713.0,309.0
28933,1079373120.0,687.0,308.0
28934,1079381381.0,690.0,317.0
28935,1079389711.0,689.0,306.0
28936,1079398044.0,669.0,283.0
28937,1079406376.0,680.0,295.0
28938,1079414718.0,665.0,277.0
28939,1079423058.0,703.0,310.0
28940,1079431399.0,690.0,280.0
28941,1079439707.0,689.0,284.0
28942,1079448041.0,667.0,294.0
28943,1079456435.0,683.0,301.0
28944,1079464704.0,676.0,304.0
28945,1079473039.0,682.0,298.0
28946,1079481370.0,692.0,300.0
28947,1079489702.0,692.0,304.0
28948,1079498094.0,688.0,321.0
28949,1079506370.0,681.0,314.0
28950,1079514707.0,680.0,278.0
28951,1079523036.0,683.0,294.0
28952,1079531361.0,689.0,301.0
28953,1079539705.0,696.0,318.0
28954,1079548061.0,687.0,310.0
28955,1079556365.0,691.0,315.0
28956,1079564692.0,672.0,286.0
28957,1079573021.0,671.0,303.0
28958,1079581356.0,663.0,319.0
28959,1079589687.0,662.0,302.0
28960,1079598020.0,668.0,295.0
28961,1079606352.0,668.0,299.0
28962,1079614697.0,676.0,313.0
28963,1079623036.0,667.0,316.0
28964,1079631366.0,685.0,329.0
28965,1079639692.0,699.0,346.0
28966,1079648053.0,703.0,343.0
28967,1079656387.0,682.0,295.0
28968,1079664709.0,674.0,311.0
28969,1079673013.0,676.0,306.0
28970,1079681346.0,684.0,319.0
28971,1079689679.0,657.0,324.0
28972,1079698012.0,573.0,416.0
28973,1079706345.0,617.0,375.0
28974,1079714738.0,603.0,417.0
28975,1079723015.0,574.0,464.0
28976,1079731351.0,533.0,515.0
28977,1079739673.0,545.0,430.0
28978,1079748006.0,512.0,456.0
28979,1079756339.0,548.0,415.0
28980,1079764680.0,551.0,443.0
28981,1079773033.0,586.0,443.0
28982,1079781333.0,666.0,450.0
28983,1079789675.0,823.0,474.0
28984,1079797998.0,950.0,519.0
28985,1079806337.0,1007.0,569.0
28986,1079814665.0,1028.0,577.0
28987,1079823001.0,1031.0,577.0
28988,1079831328.0,1023.0,555.0
28989,1079839718.0,1026.0,554.0
28990,1079848052.0,1036.0,507.0
28991,1079856326.0,1036.0,507.0
28992,1079864671.0,1024.0,577.0
28993,1079873018.0,1018.0,610.0
28994,1079881330.0,1028.0,611.0
28995,1079889657.0,1046.0,525.0
28996,1079897989.0,1046.0,534.0
28997,1079906319.0,1048.0,511.0
28998,1079914662.0,1052.0,558.0
28999,1079923011.0,1061.0,548.0
29000,1079931316.0,1051.0,566.0
29001,1079939650.0,1047.0,557.0
29002,1079947982.0,1027.0,544.0
29003,1079956313.0,1029.0,532.0
29004,1079964658.0,1025.0,578.0
29005,1079972993.0,1031.0,569.0
29006,1079981328.0,1030.0,579.0
29007,1079989646.0,1032.0,547.0
29008,1079997974.0,1049.0,532.0
29009,1080006307.0,1081.0,524.0
29010,1080014640.0,1074.0,557.0
29011,1080022972.0,1035.0,541.0
29012,1080031304.0,1020.0,557.0
29013,1080039703.0,955.0,544.0
29014,1080047982.0,901.0,473.0
29015,1080056327.0,914.0,467.0
29016,1080064638.0,922.0,478.0
29017,1080072973.0,909.0,496.0
29018,1080081360.0,907.0,510.0
29019,1080089634.0,905.0,502.0
29020,1080097971.0,908.0,508.0
29021,1080106303.0,942.0,531.0
29022,1080114633.0,939.0,512.0
29023,1080122965.0,939.0,508.0
29024,1080131297.0,936.0,521.0
29025,1080139628.0,913.0,512.0
29026,1080147963.0,940.0,515.0
29027,1080156294.0,932.0,511.0
29028,1080164688.0,918.0,478.0
29029,1080172959.0,922.0,488.0
29030,1080181353.0,919.0,485.0
29031,1080189688.0,933.0,511.0
29032,1080197959.0,940.0,471.0
29033,1080206288.0,928.0,519.0
29034,1080214630.0,918.0,516.0
29035,1080222963.0,916.0,536.0
29036,1080231292.0,917.0,534.0
29037,1080239670.0,903.0,517.0
29038,1080247955.0,918.0,492.0
29039,1080256283.0,915.0,496.0
29040,1080264642.0,927.0,500.0
29041,1080272961.0,918.0,513.0
29042,1080281279.0,921.0,508.0
29043,1080289614.0,911.0,500.0
29044,1080297944.0,920.0,510.0
29045,1080306282.0,927.0,508.0
29046,1080314602.0,891.0,569.0
29047,1080322939.0,799.0,664.0
29048,1080331270.0,681.0,735.0
29049,1080339615.0,751.0,780.0
29050,1080347941.0,739.0,793.0
29051,1080356284.0,667.0,878.0
29052,1080364616.0,630.0,867.0
29053,1080372930.0,619.0,891.0
29054,1080381272.0,591.0,886.0
29055,1080389631.0,615.0,896.0
29056,1080397944.0,615.0,914.0
29057,1080406325.0,623.0,910.0
29058,1080414596.0,602.0,893.0
29059,1080422928.0,622.0,873.0
29060,1080431325.0,630.0,867.0
29061,1080439594.0,632.0,870.0
29062,1080447926.0,625.0,888.0
29063,1080456260.0,594.0,869.0
29064,1080464662.0,605.0,894.0
29065,1080472933.0,612.0,896.0
29066,1080481267.0,601.0,878.0
29067,1080489597.0,586.0,887.0
29068,1080497921.0,580.0,886.0
29069,1080506321.0,600.0,891.0
29070,1080514593.0,618.0,887.0
29071,1080522933.0,617.0,886.0
29072,1080531308.0,639.0,875.0
29073,1080539583.0,641.0,875.0
29074,1080547968.0,623.0,895.0
29075,1080556312.0,613.0,901.0
29076,1080564579.0,590.0,902.0
29077,1080572967.0,597.0,893.0
29078,1080581311.0,595.0,889.0
29079,1080589654.0,602.0,889.0
29080,1080597921.0,593.0,895.0
29081,1080606272.0,595.0,897.0
29082,1080614635.0,613.0,899.0
29083,1080622905.0,601.0,898.0
29084,1080631295.0,602.0,894.0
29085,1080639631.0,610.0,901.0
29086,1080647902.0,624.0,868.0
29087,1080656239.0,647.0,862.0
29088,1080664568.0,611.0,869.0
29089,1080672905.0,611.0,888.0
29090,1080681234.0,611.0,889.0
29091,1080689564.0,602.0,888.0
29092,1080697898.0,610.0,878.0
29093,1080706231.0,612.0,882.0
29094,1080714575.0,620.0,891.0
29095,1080722902.0,606.0,900.0
29096,1080731255.0,596.0,901.0
29097,1080739560.0,612.0,813.0
29098,1080747893.0,666.0,792.0
29099,1080756230.0,682.0,754.0
29100,1080764566.0,687.0,754.0
29102,1080781224.0,695.0,761.0
29103,1080789554.0,696.0,753.0
29105,1080806229.0,676.0,773.0
29106,1080814559.0,715.0,820.0
29108,1080831240.0,772.0,783.0
29109,1080839605.0,741.0,755.0
29110,1080847880.0,747.0,740.0
29111,1080856267.0,751.0,715.0
29112,1080864604.0,710.0,749.0
29113,1080872937.0,705.0,751.0
29114,1080881221.0,712.0,755.0
29115,1080889547.0,750.0,716.0
29116,1080897937.0,736.0,713.0
29117,1080906217.0,698.0,765.0
29118,1080914538.0,704.0,766.0
29119,1080922874.0,695.0,763.0
29120,1080931207.0,697.0,762.0
29121,1080939593.0,684.0,753.0
29122,1080947870.0,667.0,747.0
29123,1080956205.0,676.0,748.0
29124,1080964533.0,699.0,727.0
29125,1080972867.0,705.0,717.0
29126,1080981201.0,682.0,730.0
29127,1080989534.0,714.0,776.0
29128,1080997868.0,702.0,776.0
29129,1081006203.0,706.0,781.0
29130,1081014528.0,674.0,768.0
29131,1081022861.0,625.0,752.0
29132,1081031272.0,597.0,787.0
29133,1081039528.0,669.0,781.0
29134,1081047914.0,691.0,781.0
29135,1081056275.0,699.0,785.0
29136,1081064522.0,678.0,776.0
29137,1081072911.0,674.0,760.0
29138,1081081191.0,676.0,740.0
29139,1081089519.0,694.0,747.0
29140,1081097858.0,698.0,763.0
29141,1081106188.0,701.0,781.0
29142,1081114517.0,682.0,773.0
29143,1081122851.0,679.0,692.0
29144,1081131184.0,660.0,709.0
29145,1081139520.0,676.0,677.0
29146,1081147847.0,656.0,715.0
29147,1081156257.0,597.0,671.0
29148,1081164511.0,578.0,547.0
29149,1081172863.0,524.0,458.0
29150,1081181193.0,504.0,378.0
29151,1081189511.0,472.0,296.0
29152,1081197916.0,481.0,298.0
29153,1081206174.0,483.0,319.0
29154,1081214514.0,443.0,385.0
29155,1081222844.0,478.0,312.0
29156,1081231248.0,472.0,293.0
29157,1081239508.0,429.0,337.0
29158,1081247839.0,482.0,288.0
29159,1081256248.0,482.0,288.0
29160,1081264499.0,478.0,282.0
29161,1081272890.0,483.0,303.0
29162,1081281189.0,477.0,290.0
29163,1081289554.0,491.0,319.0
29164,1081297887.0,470.0,271.0
29165,1081306229.0,475.0,293.0
29166,1081314549.0,475.0,294.0
29167,1081322889.0,481.0,299.0
29168,1081331163.0,479.0,271.0
29169,1081339494.0,468.0,276.0
29170,1081347879.0,463.0,270.0
29171,1081356163.0,480.0,321.0
29172,1081364553.0,476.0,313.0
29173,1081372822.0,459.0,280.0
29174,1081381215.0,442.0,324.0
29175,1081389534.0,476.0,272.0
29176,1081397818.0,475.0,273.0
29177,1081406154.0,478.0,276.0
29178,1081414539.0,468.0,280.0
29179,1081422815.0,433.0,371.0
29190,1081514573.0,142.0,399.0
29192,1081531138.0,216.0,392.0
29193,1081539465.0,331.0,231.0
29194,1081547800.0,326.0,204.0
29195,1081556175.0,326.0,205.0
29196,1081564464.0,315.0,203.0
29197,1081572798.0,315.0,214.0
29198,1081581149.0,320.0,230.0
29199,1081589470.0,314.0,201.0
29200,1081597804.0,318.0,177.0
29201,1081606140.0,322.0,195.0
29202,1081614477.0,322.0,207.0
29203,1081622833.0,325.0,198.0
29204,1081631188.0,331.0,218.0
29205,1081639515.0,328.0,216.0
29206,1081647839.0,317.0,207.0
29207,1081656159.0,316.0,206.0
29208,1081664487.0,303.0,186.0
29209,1081672823.0,321.0,226.0
29210,1081681153.0,321.0,216.0
29211,1081689482.0,326.0,227.0
29212,1081697815.0,336.0,253.0
29213,1081706115.0,322.0,236.0
29214,1081714526.0,299.0,201.0
29215,1081722821.0,314.0,214.0
29216,1081731200.0,308.0,208.0
29217,1081739445.0,303.0,201.0
29218,1081747775.0,300.0,210.0
29219,1081756215.0,301.0,199.0
29220,1081764543.0,295.0,200.0
29221,1081772801.0,300.0,211.0
29222,1081781106.0,315.0,226.0
29223,1081789440.0,319.0,214.0
29224,1081797771.0,339.0,231.0
29225,1081806115.0,327.0,220.0
29226,1081814436.0,326.0,227.0
29227,1081822767.0,338.0,255.0
29228,1081831202.0,345.0,270.0
29229,1081839433.0,328.0,233.0
29230,1081847773.0,339.0,238.0
29231,1081856102.0,325.0,226.0
29232,1081864480.0,322.0,221.0
29233,1081872864.0,329.0,242.0
29234,1081881101.0,348.0,263.0
29235,1081889473.0,351.0,260.0
29236,1081897759.0,307.0,189.0
29237,1081906198.0,306.0,189.0
29238,1081914423.0,323.0,222.0
29239,1081922757.0,306.0,194.0
29240,1081931201.0,306.0,194.0
29241,1081939419.0,281.0,189.0
29242,1081947755.0,311.0,227.0
29243,1081956089.0,271.0,332.0
29244,1081964451.0,314.0,211.0
29245,1081972750.0,305.0,187.0
29246,1081981180.0,309.0,189.0
29247,1081989431.0,319.0,222.0
29248,1081997766.0,297.0,217.0
29249,1082006102.0,296.0,217.0
29250,1082014419.0,319.0,242.0
29251,1082022763.0,316.0,227.0
29252,1082031088.0,320.0,229.0
29253,1082039411.0,318.0,247.0
29254,1082047746.0,320.0,237.0
29255,1082056090.0,298.0,209.0
29256,1082064452.0,299.0,206.0
29257,1082072808.0,306.0,224.0
29258,1082081136.0,294.0,208.0
29259,1082089483.0,272.0,210.0
29260,1082097741.0,251.0,211.0
29261,1082106077.0,252.0,210.0
29262,1082114411.0,243.0,215.0
29263,1082122795.0,287.0,257.0
29264,1082131131.0,285.0,261.0
29265,1082139450.0,288.0,258.0
29266,1082147732.0,251.0,208.0
29267,1082156098.0,251.0,208.0
29268,1082164429.0,252.0,220.0
29269,1082172728.0,272.0,255.0
29270,1082181068.0,274.0,247.0
29271,1082189394.0,285.0,236.0
29272,1082197758.0,279.0,239.0
29273,1082206059.0,282.0,253.0
29274,1082214422.0,271.0,255.0
29275,1082222721.0,254.0,222.0
29276,1082231105.0,240.0,208.0
29277,1082239387.0,247.0,212.0
29278,1082247720.0,252.0,228.0
29279,1082256088.0,290.0,267.0
29280,1082264448.0,296.0,267.0
29281,1082272801.0,262.0,210.0
29282,1082281132.0,282.0,216.0
29283,1082289446.0,276.0,235.0
29284,1082297721.0,280.0,254.0
29285,1082306120.0,270.0,255.0
29286,1082314389.0,280.0,256.0
29287,1082322719.0,275.0,237.0
29288,1082331126.0,275.0,241.0
29289,1082339378.0,267.0,226.0
29290,1082347709.0,271.0,243.0
29291,1082356108.0,269.0,240.0
29292,1082364375.0,281.0,265.0
29293,1082372704.0,276.0,249.0
29294,1082381082.0,276.0,242.0
29295,1082389371.0,267.0,235.0
29296,1082397703.0,272.0,235.0
29297,1082406093.0,281.0,254.0
29298,1082414366.0,293.0,262.0
29299,1082422700.0,288.0,273.0
29300,1082431036.0,288.0,273.0
29301,1082439367.0,265.0,233.0
29302,1082447699.0,272.0,240.0
29303,1082456037.0,279.0,247.0
29304,1082464361.0,284.0,244.0
29305,1082472694.0,276.0,220.0
29306,1082481116.0,288.0,233.0
29307,1082489426.0,287.0,255.0
29308,1082497783.0,288.0,259.0
29309,1082506054.0,265.0,258.0
29310,1082514419.0,276.0,256.0
29311,1082522754.0,264.0,245.0
29312,1082531041.0,269.0,244.0
29313,1082539433.0,259.0,240.0
29314,1082547700.0,269.0,266.0
29315,1082556079.0,279.0,267.0
29316,1082564394.0,285.0,270.0
29317,1082572756.0,282.0,260.0
29318,1082581073.0,295.0,202.0
29319,1082589351.0,275.0,247.0
29320,1082597696.0,284.0,240.0
29321,1082606033.0,281.0,251.0
29322,1082614405.0,276.0,237.0
29323,1082622680.0,271.0,237.0
29324,1082631048.0,286.0,249.0
29325,1082639344.0,275.0,213.0
29326,1082647701.0,267.0,239.0
29327,1082656028.0,264.0,243.0
29328,1082664381.0,264.0,260.0
29329,1082672736.0,217.0,231.0
29330,1082681050.0,238.0,252.0
29331,1082689372.0,216.0,224.0
29332,1082697671.0,224.0,241.0
29333,1082706042.0,213.0,222.0
29334,1082714402.0,230.0,253.0
29335,1082722673.0,232.0,237.0
29336,1082731012.0,221.0,236.0
29337,1082739336.0,235.0,251.0
29338,1082747667.0,229.0,248.0
29339,1082756008.0,240.0,254.0
29340,1082764331.0,214.0,227.0
29341,1082772663.0,207.0,210.0
29342,1082781009.0,213.0,225.0
29343,1082789329.0,221.0,229.0
29344,1082797722.0,216.0,220.0
29345,1082806071.0,221.0,218.0
29346,1082814366.0,240.0,247.0
29347,1082822665.0,225.0,236.0
29348,1082831052.0,226.0,236.0
29349,1082839357.0,220.0,237.0
29350,1082847670.0,219.0,241.0
29351,1082856005.0,219.0,241.0
29352,1082864326.0,218.0,226.0
29353,1082872660.0,218.0,208.0
29354,1082881076.0,222.0,221.0
29355,1082889369.0,236.0,238.0
29356,1082897678.0,233.0,248.0
29357,1082905980.0,234.0,244.0
29358,1082914312.0,231.0,257.0
29359,1082922668.0,222.0,247.0
29360,1082930996.0,219.0,254.0
29361,1082939314.0,212.0,224.0
29362,1082947643.0,129.0,103.0
29363,1082955986.0,137.0,127.0
29364,1082964359.0,125.0,107.0
29365,1082972653.0,109.0,99.0
29366,1082980999.0,105.0,97.0
29367,1082989356.0,125.0,141.0
29368,1082997646.0,140.0,147.0
29369,1083006022.0,136.0,143.0
29370,1083014374.0,122.0,118.0
29371,1083022635.0,125.0,120.0
29372,1083030986.0,133.0,126.0
29373,1083039296.0,130.0,94.0
29374,1083047629.0,125.0,100.0
29375,1083056010.0,125.0,100.0
29376,1083064294.0,150.0,154.0
29377,1083072653.0,147.0,144.0
29378,1083080987.0,134.0,121.0
29379,1083089308.0,125.0,124.0
29380,1083097679.0,152.0,166.0
29381,1083106025.0,137.0,147.0
29382,1083114288.0,140.0,148.0
29383,1083122670.0,142.0,153.0
29384,1083130956.0,144.0,147.0
29385,1083139291.0,135.0,137.0
29386,1083147633.0,151.0,156.0
29387,1083155957.0,153.0,157.0
29388,1083164302.0,149.0,155.0
29389,1083172623.0,145.0,146.0
29390,1083180953.0,143.0,144.0
29391,1083189322.0,147.0,137.0
29392,1083197614.0,143.0,139.0
29393,1083206011.0,141.0,140.0
29394,1083214316.0,140.0,139.0
29395,1083222668.0,138.0,141.0
29396,1083231008.0,145.0,137.0
29397,1083239277.0,145.0,142.0
29398,1083247611.0,149.0,138.0
29399,1083255992.0,151.0,145.0
29400,1083264273.0,143.0,141.0
29401,1083272605.0,132.0,136.0
29402,1083280956.0,132.0,136.0
29403,1083289282.0,143.0,198.0
29404,1083297634.0,131.0,235.0
29405,1083306000.0,113.0,265.0
29406,1083314298.0,110.0,263.0
29407,1083322632.0,84.0,198.0
29408,1083330932.0,84.0,198.0
29409,1083339268.0,81.0,238.0
29410,1083347629.0,80.0,250.0
29411,1083355989.0,82.0,246.0
29412,1083364305.0,88.0,239.0
29413,1083372607.0,96.0,235.0
29414,1083380944.0,79.0,221.0
29415,1083389324.0,88.0,245.0
29416,1083397640.0,102.0,286.0
29417,1083405928.0,104.0,286.0
29418,1083414313.0,112.0,287.0
29419,1083422590.0,94.0,243.0
29420,1083430972.0,90.0,238.0
29421,1083439308.0,136.0,183.0
29422,1083447588.0,110.0,255.0
29423,1083455922.0,113.0,259.0
29424,1083464252.0,104.0,134.0
29425,1083472649.0,118.0,265.0
29426,1083480961.0,103.0,238.0
29427,1083489249.0,184.0,196.0
29428,1083497638.0,225.0,287.0
29429,1083505920.0,343.0,304.0
29430,1083514318.0,400.0,192.0
29431,1083522577.0,365.0,255.0
29432,1083530993.0,390.0,277.0
29433,1083539293.0,371.0,164.0
29434,1083547610.0,392.0,299.0
29435,1083555981.0,356.0,251.0
29436,1083564278.0,354.0,234.0
29437,1083572582.0,349.0,230.0
29438,1083580969.0,348.0,234.0
29439,1083589238.0,347.0,229.0
29440,1083597586.0,351.0,243.0
29441,1083605907.0,358.0,238.0
29442,1083614232.0,358.0,250.0
29443,1083622563.0,343.0,252.0
29444,1083630899.0,355.0,284.0
29445,1083639227.0,339.0,286.0
29446,1083647564.0,323.0,260.0
29447,1083655929.0,326.0,273.0
29448,1083664225.0,345.0,275.0
29449,1083672572.0,338.0,236.0
29450,1083680902.0,341.0,237.0
29451,1083689277.0,318.0,218.0
29452,1083697564.0,315.0,218.0
29453,1083705904.0,331.0,241.0
29454,1083714259.0,314.0,210.0
29455,1083722585.0,326.0,207.0
29456,1083730890.0,329.0,214.0
29457,1083739219.0,338.0,246.0
29458,1083747552.0,318.0,236.0
29459,1083755892.0,322.0,256.0
29460,1083764216.0,325.0,247.0
29461,1083772548.0,331.0,223.0
29462,1083780884.0,324.0,212.0
29463,1083789244.0,332.0,225.0
29464,1083797549.0,332.0,234.0
29465,1083805922.0,320.0,217.0
29466,1083814211.0,329.0,243.0
29467,1083822553.0,307.0,217.0
29468,1083830894.0,306.0,217.0
29469,1083839236.0,314.0,198.0
29470,1083847552.0,330.0,198.0
29471,1083855876.0,331.0,199.0
29472,1083864203.0,326.0,210.0
29473,1083872538.0,349.0,264.0
29474,1083880905.0,342.0,235.0
29475,1083889198.0,336.0,226.0
29476,1083897532.0,335.0,240.0
29477,1083905867.0,325.0,231.0
29478,1083914197.0,338.0,261.0
29479,1083922529.0,335.0,239.0
29480,1083930864.0,332.0,232.0
29481,1083939225.0,339.0,236.0
29482,1083947528.0,343.0,262.0
29483,1083955861.0,345.0,274.0
29484,1083964191.0,348.0,255.0
29485,1083972523.0,334.0,219.0
29486,1083980893.0,335.0,220.0
29487,1083989228.0,315.0,206.0
29488,1083997555.0,333.0,251.0
29489,1084005859.0,331.0,243.0
29490,1084014185.0,328.0,221.0
29491,1084022518.0,345.0,269.0
29492,1084030888.0,339.0,249.0
29493,1084039185.0,349.0,258.0
29494,1084047516.0,358.0,272.0
29495,1084055893.0,351.0,257.0
29496,1084064181.0,342.0,284.0
29497,1084072513.0,325.0,250.0
29498,1084080935.0,328.0,249.0
29499,1084089190.0,312.0,211.0
29500,1084097521.0,329.0,229.0
29501,1084105855.0,349.0,251.0
29502,1084114187.0,355.0,263.0
29503,1084122515.0,356.0,266.0
29504,1084130875.0,360.0,272.0
29505,1084139236.0,350.0,258.0
29506,1084147506.0,310.0,239.0
29507,1084155873.0,295.0,207.0
29508,1084164179.0,319.0,257.0
29509,1084172514.0,323.0,249.0
29510,1084180840.0,322.0,250.0
29511,1084189175.0,323.0,250.0
29512,1084197553.0,317.0,262.0
29513,1084205834.0,318.0,266.0
29514,1084214205.0,312.0,264.0
29515,1084222497.0,315.0,261.0
29516,1084230884.0,317.0,258.0
29517,1084239161.0,302.0,206.0
29518,1084247493.0,318.0,209.0
29519,1084255866.0,293.0,175.0
29520,1084264162.0,323.0,231.0
29521,1084272490.0,305.0,235.0
29522,1084280862.0,326.0,248.0
29523,1084289156.0,335.0,270.0
29524,1084297489.0,329.0,246.0
29525,1084305885.0,314.0,241.0
29526,1084314153.0,302.0,232.0
29527,1084322485.0,293.0,218.0
29528,1084330838.0,300.0,222.0
29529,1084339150.0,308.0,226.0
29530,1084347501.0,337.0,285.0
29531,1084355870.0,341.0,291.0
29532,1084364156.0,335.0,287.0
29533,1084372502.0,310.0,240.0
29534,1084380833.0,324.0,251.0
29535,1084389171.0,338.0,278.0
29536,1084397525.0,339.0,291.0
29537,1084405808.0,329.0,290.0
29538,1084414220.0,320.0,281.0
29539,1084422530.0,251.0,212.0
29540,1084430807.0,251.0,212.0
29541,1084439182.0,254.0,235.0
29542,1084447469.0,257.0,231.0
29543,1084455803.0,254.0,229.0
29544,1084464170.0,281.0,267.0
29545,1084472557.0,253.0,245.0
29546,1084480800.0,252.0,243.0
29547,1084489132.0,230.0,219.0
29548,1084497484.0,262.0,238.0
29549,1084505832.0,250.0,218.0
29550,1084514129.0,257.0,245.0
29551,1084522463.0,263.0,272.0
29552,1084530828.0,271.0,292.0
29553,1084539163.0,278.0,295.0
29554,1084547460.0,275.0,285.0
29555,1084555824.0,277.0,287.0
29556,1084564124.0,268.0,275.0
29557,1084572455.0,250.0,242.0
29558,1084580821.0,265.0,253.0
29559,1084589121.0,262.0,247.0
29560,1084597480.0,253.0,233.0
29561,1084605793.0,271.0,259.0
29562,1084614127.0,269.0,256.0
29563,1084622517.0,254.0,246.0
29564,1084630852.0,254.0,241.0
29565,1084639158.0,222.0,270.0
29566,1084647457.0,115.0,260.0
29567,1084655783.0,64.0,265.0
29568,1084664114.0,-3.0,259.0
29569,1084672447.0,-2.0,289.0
29570,1084680781.0,-4.0,295.0
29572,1084697445.0,-35.0,258.0
29573,1084705861.0,-35.0,258.0
29575,1084722503.0,-14.0,244.0
29576,1084730807.0,4.0,269.0
29577,1084739106.0,-9.0,267.0
29578,1084747439.0,-11.0,267.0
29579,1084755771.0,-24.0,251.0
29580,1084764104.0,-7.0,269.0
29581,1084772436.0,-20.0,256.0
29582,1084780766.0,-11.0,266.0
29583,1084789099.0,5.0,271.0
29584,1084797473.0,-3.0,266.0
29585,1084805766.0,48.0,201.0
29586,1084814098.0,-9.0,274.0
29587,1084822429.0,11.0,289.0
29588,1084830771.0,6.0,289.0
29589,1084839096.0,4.0,288.0
29590,1084847459.0,15.0,296.0
29591,1084855778.0,17.0,288.0
29592,1084864136.0,13.0,265.0
29593,1084872450.0,14.0,272.0
29594,1084880821.0,11.0,288.0
29595,1084889086.0,-3.0,296.0
29596,1084897422.0,3.0,295.0
29597,1084905751.0,-1.0,295.0
29598,1084914085.0,21.0,300.0
29599,1084922441.0,18.0,272.0
29600,1084930841.0,35.0,272.0
29601,1084939081.0,18.0,243.0
29602,1084947415.0,44.0,281.0
29603,1084955749.0,36.0,259.0
29604,1084964097.0,18.0,245.0
29605,1084972446.0,56.0,284.0
29606,1084980744.0,61.0,283.0
29607,1084989078.0,58.0,280.0
29608,1084997446.0,56.0,276.0
29609,1085005741.0,52.0,276.0
29610,1085014073.0,50.0,280.0
29611,1085022405.0,42.0,267.0
29612,1085030772.0,37.0,268.0
29613,1085039071.0,39.0,269.0
29614,1085047401.0,28.0,245.0
29615,1085055770.0,27.0,238.0
29616,1085064068.0,34.0,269.0
29617,1085072434.0,31.0,279.0
29618,1085080734.0,30.0,291.0
29619,1085089080.0,30.0,271.0
29620,1085097414.0,34.0,280.0
29621,1085105747.0,38.0,277.0
29622,1085114079.0,53.0,288.0
29638,1085247415.0,940.0,545.0
29639,1085255782.0,944.0,483.0
29640,1085264082.0,951.0,341.0
29641,1085272380.0,969.0,302.0
29642,1085280779.0,985.0,340.0
29643,1085289053.0,993.0,350.0
29644,1085297374.0,969.0,365.0
29645,1085305721.0,977.0,346.0
29646,1085314052.0,965.0,324.0
29647,1085322421.0,991.0,313.0
29648,1085330716.0,1001.0,330.0
29649,1085339043.0,1004.0,323.0
29650,1085347387.0,1001.0,299.0
29651,1085355766.0,984.0,272.0
29652,1085364037.0,991.0,206.0
29653,1085372428.0,975.0,332.0
29654,1085380705.0,1016.0,224.0
29655,1085389045.0,1020.0,227.0
29656,1085397363.0,1024.0,220.0
29657,1085405700.0,1024.0,214.0
29658,1085414033.0,1032.0,219.0
29659,1085422366.0,1051.0,188.0
29660,1085430716.0,1052.0,189.0
29661,1085439036.0,1008.0,311.0
29662,1085447360.0,1000.0,333.0
29663,1085455695.0,1041.0,206.0
29664,1085464028.0,1027.0,163.0
29665,1085472360.0,1020.0,164.0
29666,1085480708.0,1027.0,190.0
29667,1085489039.0,1029.0,273.0
29668,1085497360.0,1035.0,257.0
29669,1085505688.0,1035.0,259.0
29670,1085514017.0,1030.0,201.0
29671,1085522348.0,1033.0,185.0
29672,1085530706.0,1034.0,200.0
29673,1085539032.0,1032.0,189.0
29674,1085547374.0,984.0,316.0
29675,1085555690.0,1035.0,194.0
29676,1085564057.0,1029.0,195.0
29677,1085572351.0,1012.0,281.0
29678,1085580689.0,1022.0,204.0
29679,1085589077.0,1030.0,187.0
29680,1085597409.0,1078.0,215.0
29681,1085605687.0,1089.0,192.0
29682,1085614040.0,1094.0,238.0
29683,1085622344.0,1100.0,225.0
29684,1085630740.0,1101.0,212.0
29685,1085639009.0,1093.0,203.0
29686,1085647368.0,1089.0,217.0
29687,1085655709.0,1091.0,221.0
29688,1085664060.0,1086.0,212.0
29689,1085672402.0,1060.0,265.0
29690,1085680671.0,1062.0,232.0
29691,1085689001.0,1072.0,237.0
29692,1085697334.0,1109.0,195.0
29693,1085705679.0,1081.0,218.0
29694,1085714009.0,1076.0,215.0
29695,1085722338.0,1079.0,223.0
29696,1085730680.0,1077.0,230.0
29697,1085739010.0,1070.0,233.0
