,Eyetracker timestamp,Gaze point X,Gaze point Y
1,468305885.0,412.0,1037.0
3,468322494.0,305.0,1074.0
4,468330861.0,296.0,1071.0
5,468339158.0,299.0,1073.0
6,468347488.0,301.0,1076.0
7,468355827.0,378.0,1080.0
8,468364166.0,256.0,1111.0
9,468372490.0,347.0,1073.0
10,468380875.0,352.0,1070.0
12,468397555.0,364.0,1067.0
13,468405879.0,368.0,1076.0
14,468414152.0,438.0,1048.0
15,468422489.0,374.0,1078.0
16,468430826.0,364.0,1072.0
17,468439150.0,406.0,1040.0
18,468447481.0,361.0,1070.0
19,468455825.0,367.0,1072.0
20,468464148.0,423.0,1040.0
21,468472479.0,363.0,1075.0
22,468480814.0,358.0,1078.0
23,468489145.0,415.0,1045.0
24,468497478.0,372.0,1084.0
25,468505817.0,447.0,1063.0
27,468522475.0,460.0,1077.0
28,468530808.0,457.0,1081.0
29,468539143.0,474.0,1092.0
30,468547473.0,479.0,1085.0
31,468555809.0,480.0,1082.0
33,468572524.0,470.0,1085.0
34,468580804.0,470.0,1079.0
36,468597463.0,446.0,1068.0
37,468605811.0,449.0,1077.0
39,468622519.0,473.0,1081.0
41,468630835.0,468.0,1076.0
44,468647462.0,452.0,1081.0
45,468655830.0,455.0,1080.0
48,468672486.0,472.0,1075.0
50,468680796.0,473.0,1073.0
53,468697452.0,473.0,1080.0
54,468705786.0,473.0,1078.0
57,468722450.0,484.0,1068.0
59,468730786.0,488.0,1075.0
62,468747483.0,479.0,1078.0
63,468755814.0,467.0,1081.0
67,468772501.0,472.0,1084.0
68,468780782.0,472.0,1081.0
71,468797441.0,457.0,1075.0
73,468805811.0,461.0,1082.0
76,468822491.0,474.0,1088.0
77,468830815.0,428.0,1107.0
80,468847485.0,480.0,1074.0
82,468855776.0,485.0,1080.0
85,468872431.0,462.0,1078.0
86,468880772.0,459.0,1076.0
89,468897483.0,481.0,1077.0
91,468905766.0,490.0,1064.0
92,468914107.0,545.0,1016.0
94,468922479.0,571.0,978.0
95,468930769.0,679.0,872.0
97,468939093.0,760.0,864.0
98,468947482.0,823.0,818.0
100,468955797.0,855.0,747.0
102,468964087.0,863.0,746.0
103,468972433.0,864.0,748.0
105,468980794.0,860.0,752.0
106,468989088.0,862.0,742.0
108,468997474.0,858.0,742.0
109,469005765.0,861.0,740.0
111,469014147.0,860.0,749.0
112,469022414.0,856.0,747.0
114,469030820.0,856.0,749.0
115,469039080.0,857.0,751.0
117,469047413.0,857.0,747.0
118,469055789.0,859.0,742.0
120,469064079.0,864.0,746.0
121,469072416.0,859.0,737.0
122,469080746.0,869.0,751.0
124,469089116.0,859.0,736.0
125,469097465.0,857.0,737.0
127,469105743.0,856.0,738.0
128,469114125.0,864.0,746.0
130,469122456.0,866.0,745.0
131,469130751.0,864.0,746.0
133,469139072.0,866.0,744.0
134,469147437.0,863.0,748.0
136,469155736.0,861.0,743.0
138,469164066.0,863.0,738.0
139,469172453.0,862.0,737.0
141,469180744.0,865.0,734.0
142,469189064.0,863.0,731.0
144,469197452.0,865.0,731.0
145,469205734.0,861.0,737.0
147,469214071.0,858.0,738.0
148,469222392.0,861.0,743.0
150,469230799.0,867.0,736.0
151,469239127.0,863.0,743.0
153,469247399.0,870.0,736.0
154,469255740.0,867.0,740.0
156,469264108.0,855.0,726.0
157,469272387.0,874.0,721.0
159,469280727.0,851.0,637.0
161,469289113.0,873.0,614.0
162,469297386.0,854.0,543.0
165,469305728.0,853.0,526.0
166,469314091.0,852.0,528.0
168,469322424.0,845.0,524.0
169,469330760.0,845.0,526.0
171,469339099.0,848.0,531.0
172,469347454.0,854.0,536.0
174,469355712.0,851.0,535.0
176,469364052.0,848.0,528.0
177,469372434.0,850.0,529.0
179,469380764.0,849.0,519.0
180,469389085.0,849.0,514.0
182,469397428.0,848.0,515.0
183,469405767.0,856.0,530.0
185,469414037.0,856.0,536.0
186,469422432.0,853.0,534.0
188,469430714.0,848.0,533.0
189,469439105.0,847.0,524.0
191,469447369.0,855.0,545.0
192,469455774.0,858.0,536.0
193,469464071.0,855.0,527.0
195,469472373.0,855.0,523.0
196,469480702.0,854.0,523.0
198,469489029.0,860.0,522.0
199,469497363.0,857.0,520.0
201,469505699.0,847.0,524.0
202,469514029.0,848.0,531.0
204,469522359.0,848.0,529.0
205,469530696.0,850.0,525.0
207,469539031.0,851.0,527.0
208,469547376.0,857.0,544.0
230,469672346.0,947.0,473.0
232,469680687.0,955.0,466.0
233,469689008.0,957.0,505.0
235,469697341.0,992.0,428.0
236,469705675.0,982.0,433.0
238,469714004.0,984.0,430.0
239,469722337.0,982.0,441.0
241,469730673.0,978.0,449.0
242,469739010.0,978.0,450.0
244,469747336.0,978.0,445.0
245,469755670.0,982.0,431.0
247,469764000.0,964.0,468.0
248,469772331.0,1000.0,421.0
250,469780668.0,979.0,427.0
251,469788997.0,979.0,427.0
253,469797330.0,983.0,423.0
254,469805663.0,983.0,431.0
256,469813993.0,983.0,431.0
258,469822328.0,984.0,434.0
259,469830662.0,994.0,413.0
261,469838997.0,994.0,413.0
262,469847326.0,993.0,408.0
264,469855713.0,989.0,407.0
265,469864023.0,989.0,407.0
267,469872325.0,991.0,402.0
268,469880655.0,981.0,410.0
270,469888988.0,981.0,410.0
271,469897376.0,976.0,422.0
273,469905657.0,976.0,429.0
274,469913984.0,976.0,429.0
275,469922314.0,979.0,431.0
277,469930660.0,966.0,431.0
278,469938989.0,966.0,431.0
280,469947313.0,920.0,419.0
281,469955646.0,893.0,412.0
283,469963977.0,894.0,412.0
285,469972310.0,892.0,408.0
286,469980644.0,893.0,403.0
288,469988976.0,892.0,404.0
289,469997307.0,895.0,411.0
290,470005641.0,899.0,404.0
292,470013973.0,899.0,404.0
294,470022306.0,896.0,401.0
295,470030641.0,898.0,397.0
296,470038970.0,899.0,397.0
297,470047302.0,896.0,388.0
298,470055651.0,891.0,400.0
300,470063967.0,892.0,400.0
301,470072350.0,893.0,409.0
303,470080635.0,891.0,414.0
304,470088964.0,891.0,428.0
305,470097297.0,892.0,431.0
306,470105631.0,893.0,407.0
307,470114018.0,894.0,407.0
308,470122293.0,893.0,405.0
309,470130628.0,884.0,420.0
310,470138957.0,884.0,422.0
311,470147288.0,886.0,423.0
312,470155624.0,885.0,424.0
313,470163954.0,885.0,424.0
314,470172288.0,885.0,419.0
315,470180631.0,900.0,406.0
316,470188950.0,897.0,398.0
317,470197286.0,893.0,393.0
318,470205618.0,883.0,400.0
319,470213950.0,882.0,399.0
320,470222282.0,874.0,385.0
321,470230616.0,874.0,386.0
322,470238944.0,873.0,384.0
323,470247279.0,879.0,391.0
324,470255623.0,885.0,386.0
325,470263944.0,885.0,390.0
326,470272282.0,880.0,394.0
327,470280611.0,882.0,392.0
328,470288942.0,911.0,333.0
329,470297273.0,887.0,398.0
330,470305612.0,886.0,406.0
331,470313950.0,882.0,399.0
332,470322270.0,879.0,385.0
333,470330607.0,875.0,364.0
334,470338934.0,874.0,379.0
335,470347263.0,858.0,383.0
336,470355604.0,845.0,386.0
337,470363932.0,835.0,372.0
338,470372263.0,833.0,370.0
339,470380598.0,828.0,382.0
340,470388932.0,832.0,390.0
341,470397262.0,825.0,373.0
342,470405596.0,835.0,365.0
343,470413928.0,829.0,361.0
344,470422258.0,826.0,353.0
345,470430604.0,824.0,362.0
346,470438925.0,827.0,363.0
347,470447263.0,837.0,371.0
348,470455599.0,834.0,381.0
349,470463920.0,833.0,370.0
350,470472251.0,830.0,373.0
351,470480589.0,861.0,387.0
352,470488918.0,840.0,365.0
353,470497251.0,839.0,364.0
354,470505589.0,828.0,372.0
355,470513914.0,828.0,372.0
356,470522247.0,826.0,371.0
357,470530583.0,828.0,373.0
358,470538912.0,829.0,371.0
359,470547263.0,831.0,376.0
360,470555582.0,832.0,369.0
361,470563911.0,833.0,370.0
362,470572241.0,826.0,360.0
364,470580578.0,820.0,374.0
365,470588907.0,828.0,387.0
366,470597239.0,824.0,370.0
367,470605576.0,840.0,362.0
368,470613903.0,830.0,339.0
369,470622235.0,852.0,386.0
370,470630573.0,839.0,382.0
371,470638900.0,838.0,380.0
372,470647287.0,830.0,374.0
373,470655572.0,833.0,367.0
374,470663896.0,843.0,362.0
375,470672293.0,881.0,340.0
376,470680583.0,910.0,344.0
377,470688894.0,915.0,346.0
378,470697229.0,910.0,357.0
379,470705562.0,911.0,351.0
380,470713891.0,911.0,345.0
381,470722225.0,912.0,338.0
382,470730561.0,909.0,363.0
383,470738887.0,911.0,363.0
384,470747221.0,911.0,363.0
385,470755560.0,915.0,356.0
386,470763887.0,911.0,352.0
387,470772223.0,907.0,363.0
388,470780557.0,912.0,356.0
389,470788886.0,913.0,352.0
390,470797217.0,911.0,351.0
391,470805558.0,905.0,356.0
392,470813884.0,904.0,354.0
393,470822213.0,905.0,354.0
394,470830552.0,912.0,349.0
396,470838878.0,915.0,351.0
397,470847276.0,909.0,366.0
399,470855606.0,911.0,362.0
400,470863909.0,913.0,368.0
402,470872211.0,906.0,356.0
403,470880543.0,906.0,352.0
405,470888872.0,905.0,345.0
406,470897258.0,906.0,352.0
408,470905542.0,909.0,345.0
409,470913870.0,910.0,354.0
411,470922199.0,913.0,354.0
412,470930549.0,916.0,356.0
414,470938867.0,922.0,352.0
415,470947200.0,917.0,320.0
417,470955537.0,912.0,327.0
418,470963865.0,912.0,342.0
420,470972195.0,911.0,344.0
421,470980534.0,913.0,340.0
423,470988860.0,910.0,341.0
424,470997249.0,912.0,347.0
426,471005541.0,904.0,359.0
427,471013858.0,906.0,360.0
429,471022191.0,905.0,360.0
430,471030525.0,914.0,338.0
432,471038857.0,906.0,351.0
433,471047187.0,910.0,349.0
435,471055532.0,913.0,351.0
436,471063852.0,921.0,344.0
438,471072182.0,921.0,350.0
439,471080518.0,912.0,362.0
441,471088851.0,910.0,355.0
442,471097182.0,908.0,346.0
444,471105517.0,916.0,342.0
445,471113849.0,917.0,346.0
447,471122177.0,920.0,351.0
448,471130518.0,913.0,358.0
450,471138841.0,911.0,358.0
451,471147251.0,909.0,359.0
453,471155509.0,913.0,345.0
455,471163841.0,915.0,347.0
456,471172174.0,916.0,349.0
458,471180514.0,913.0,357.0
459,471188838.0,913.0,358.0
461,471197171.0,914.0,365.0
462,471205504.0,912.0,371.0
464,471213837.0,912.0,374.0
465,471222168.0,909.0,362.0
467,471230504.0,912.0,354.0
468,471238831.0,911.0,358.0
470,471247218.0,916.0,366.0
471,471255507.0,915.0,372.0
473,471263827.0,914.0,371.0
474,471272162.0,916.0,373.0
476,471280497.0,917.0,368.0
477,471288830.0,910.0,366.0
479,471297160.0,910.0,366.0
480,471305549.0,914.0,365.0
482,471313826.0,914.0,378.0
483,471322156.0,915.0,386.0
501,471447180.0,786.0,413.0
502,471455488.0,878.0,361.0
503,471463810.0,867.0,364.0
504,471472139.0,885.0,351.0
505,471480481.0,876.0,350.0
506,471488801.0,876.0,364.0
507,471497135.0,874.0,357.0
508,471505563.0,873.0,357.0
509,471513802.0,870.0,352.0
510,471522132.0,869.0,354.0
511,471530472.0,862.0,363.0
512,471538797.0,865.0,369.0
513,471547198.0,868.0,374.0
515,471555463.0,874.0,368.0
516,471563793.0,895.0,349.0
518,471572123.0,874.0,371.0
520,471580468.0,876.0,369.0
521,471588804.0,875.0,358.0
522,471597129.0,871.0,356.0
523,471605460.0,864.0,366.0
524,471613789.0,864.0,375.0
525,471622122.0,871.0,360.0
527,471630464.0,868.0,361.0
528,471638789.0,871.0,359.0
529,471647172.0,874.0,357.0
530,471655453.0,875.0,368.0
531,471663783.0,874.0,365.0
532,471672172.0,871.0,362.0
533,471680465.0,868.0,363.0
534,471688785.0,872.0,355.0
535,471697118.0,872.0,354.0
536,471705448.0,884.0,365.0
537,471713777.0,934.0,394.0
538,471722109.0,1029.0,453.0
539,471730445.0,1104.0,509.0
540,471738774.0,1134.0,527.0
541,471747106.0,1130.0,528.0
542,471755451.0,1125.0,524.0
543,471763778.0,1130.0,536.0
544,471772140.0,1131.0,521.0
546,471780440.0,1135.0,522.0
547,471788826.0,1139.0,520.0
549,471797101.0,1136.0,526.0
550,471805436.0,1135.0,527.0
552,471813765.0,1133.0,528.0
553,471822096.0,1137.0,534.0
555,471830480.0,1138.0,533.0
556,471838765.0,1136.0,533.0
558,471847095.0,1128.0,525.0
559,471855436.0,1130.0,527.0
561,471863759.0,1136.0,533.0
562,471872151.0,1136.0,531.0
564,471880426.0,1135.0,530.0
565,471888757.0,1132.0,533.0
567,471897089.0,1130.0,529.0
568,471905460.0,1132.0,526.0
570,471913780.0,1134.0,523.0
571,471922084.0,1136.0,529.0
572,471930429.0,1132.0,527.0
573,471938748.0,1139.0,527.0
574,471947082.0,1135.0,527.0
575,471955426.0,1135.0,527.0
576,471963755.0,1128.0,534.0
577,471972080.0,1129.0,535.0
578,471980417.0,1130.0,531.0
579,471988744.0,1136.0,524.0
580,471997076.0,1136.0,528.0
581,472005415.0,1137.0,527.0
582,472013763.0,1134.0,531.0
584,472022074.0,1133.0,525.0
585,472030411.0,1135.0,528.0
587,472038738.0,1136.0,534.0
588,472047130.0,1145.0,527.0
590,472055420.0,1147.0,539.0
591,472063746.0,1154.0,533.0
593,472072077.0,1157.0,534.0
594,472080412.0,1154.0,533.0
596,472088733.0,1153.0,534.0
597,472097132.0,1151.0,533.0
599,472105436.0,1149.0,530.0
600,472113784.0,1150.0,532.0
602,472122059.0,1151.0,538.0
603,472130395.0,1153.0,540.0
604,472138725.0,1111.0,577.0
605,472147058.0,1149.0,541.0
606,472155449.0,1151.0,531.0
607,472163735.0,1143.0,525.0
609,472172068.0,1148.0,535.0
610,472180398.0,1149.0,537.0
612,472188771.0,1100.0,575.0
613,472197085.0,1150.0,544.0
615,472205402.0,1149.0,540.0
616,472213728.0,1147.0,539.0
618,472222051.0,1145.0,535.0
619,472230399.0,1142.0,543.0
621,472238717.0,1147.0,539.0
622,472247136.0,1140.0,535.0
624,472255396.0,1143.0,535.0
625,472263712.0,1130.0,571.0
626,472272041.0,1204.0,505.0
628,472280455.0,1332.0,462.0
629,472288721.0,1112.0,565.0
630,472297099.0,1492.0,477.0
631,472305377.0,1699.0,448.0
633,472313776.0,1904.0,386.0
634,472322037.0,1794.0,450.0
636,472330384.0,1801.0,454.0
639,472347036.0,1900.0,442.0
640,472355369.0,1897.0,444.0
642,472363758.0,2013.0,393.0
644,472372031.0,1902.0,444.0
645,472380400.0,1899.0,444.0
647,472388771.0,1918.0,445.0
648,472397027.0,1844.0,499.0
650,472405378.0,1865.0,487.0
651,472413706.0,1953.0,445.0
653,472422048.0,1882.0,467.0
654,472430368.0,1875.0,469.0
657,472447073.0,1869.0,469.0
659,472455397.0,1880.0,464.0
660,472463726.0,1917.0,461.0
662,472472058.0,1843.0,486.0
663,472480354.0,1840.0,488.0
665,472488718.0,1906.0,471.0
666,472497069.0,1847.0,489.0
668,472505352.0,1847.0,489.0
669,472513681.0,1885.0,455.0
671,472522050.0,1790.0,356.0
672,472530349.0,1774.0,309.0
674,472538679.0,1793.0,198.0
675,472547011.0,1771.0,104.0
677,472555426.0,1827.0,97.0
678,472563676.0,1774.0,93.0
680,472572007.0,1765.0,112.0
682,472580354.0,1785.0,148.0
683,472588685.0,1740.0,139.0
685,472597017.0,1738.0,140.0
686,472605340.0,1778.0,153.0
688,472613672.0,1735.0,141.0
689,472622066.0,1738.0,143.0
691,472630335.0,1777.0,159.0
692,472638675.0,1734.0,143.0
694,472647005.0,1734.0,144.0
695,472655334.0,1781.0,139.0
696,472663740.0,1725.0,129.0
698,472672091.0,1702.0,122.0
699,472680328.0,1711.0,135.0
700,472688663.0,1454.0,72.0
702,472696994.0,1311.0,41.0
703,472705325.0,1227.0,14.0
705,472713693.0,1074.0,3.0
706,472721990.0,939.0,-12.0
708,472730338.0,840.0,-6.0
709,472738671.0,736.0,0.0
711,472747003.0,659.0,-11.0
712,472755370.0,638.0,-46.0
714,472763654.0,637.0,-54.0
716,472772045.0,629.0,-62.0
717,472780317.0,628.0,-70.0
719,472788686.0,624.0,-71.0
720,472796982.0,624.0,-75.0
721,472805327.0,624.0,-80.0
722,472813664.0,624.0,-79.0
723,472821981.0,622.0,-81.0
724,472830312.0,627.0,-90.0
725,472838646.0,622.0,-85.0
726,472846986.0,620.0,-85.0
727,472855350.0,620.0,-86.0
728,472863711.0,619.0,-86.0
729,472871979.0,561.0,-106.0
730,472880306.0,620.0,-90.0
731,472888641.0,621.0,-92.0
732,472896984.0,622.0,-91.0
733,472905317.0,624.0,-94.0
734,472913640.0,615.0,-98.0
735,472921976.0,585.0,-84.0
737,472930301.0,474.0,-107.0
738,472938635.0,428.0,-140.0
739,472946991.0,236.0,-180.0
741,472955301.0,327.0,-136.0
742,472963633.0,111.0,-201.0
744,472971996.0,57.0,-183.0
746,472980296.0,18.0,-186.0
747,472988650.0,13.0,-178.0
748,472996959.0,-11.0,-176.0
750,473005303.0,-8.0,-175.0
751,473013630.0,-7.0,-176.0
752,473022003.0,13.0,-166.0
754,473030300.0,12.0,-169.0
755,473038638.0,7.0,-164.0
756,473046957.0,-1.0,-166.0
758,473055286.0,9.0,-163.0
759,473063623.0,-130.0,-168.0
761,473080336.0,5.0,-170.0
762,473088618.0,-145.0,-184.0
763,473097008.0,3.0,-166.0
764,473105341.0,6.0,-170.0
765,473113660.0,-163.0,-189.0
766,473121956.0,7.0,-179.0
767,473130314.0,-89.0,-171.0
768,473138666.0,-140.0,-191.0
769,473146945.0,-32.0,-213.0
770,473155277.0,-150.0,-196.0
771,473163611.0,-114.0,-180.0
772,473171954.0,-34.0,-211.0
773,473180284.0,-117.0,-179.0
774,473188645.0,-104.0,-169.0
776,473205271.0,-95.0,-165.0
777,473213605.0,-94.0,-166.0
779,473230300.0,-107.0,-161.0
780,473238602.0,-102.0,-150.0
781,473246945.0,-24.0,-205.0
782,473255312.0,-91.0,-156.0
783,473263599.0,-77.0,-153.0
784,473271943.0,0.0,-206.0
785,473280296.0,-52.0,-136.0
786,473288652.0,-73.0,-130.0
787,473296939.0,7.0,-178.0
788,473305271.0,-76.0,-122.0
789,473313629.0,-63.0,-122.0
790,473321924.0,-6.0,-181.0
791,473330289.0,-62.0,-124.0
792,473338612.0,-62.0,-120.0
793,473346932.0,-4.0,-181.0
794,473355252.0,-67.0,-115.0
795,473363586.0,-50.0,-108.0
796,473371917.0,-2.0,-171.0
797,473380249.0,-54.0,-114.0
798,473388581.0,-52.0,-114.0
799,473396914.0,-11.0,-186.0
800,473405269.0,-44.0,-124.0
801,473413657.0,-42.0,-125.0
802,473421924.0,-11.0,-199.0
803,473430256.0,-45.0,-123.0
804,473438613.0,-43.0,-118.0
805,473446910.0,-27.0,-193.0
806,473455247.0,-54.0,-116.0
807,473463609.0,-56.0,-121.0
808,473471905.0,-21.0,-184.0
809,473480238.0,-44.0,-123.0
810,473488604.0,-13.0,-94.0
811,473496913.0,-47.0,-46.0
812,473505253.0,74.0,-65.0
813,473513582.0,283.0,32.0
814,473521963.0,508.0,152.0
815,473530290.0,659.0,263.0
816,473538575.0,765.0,333.0
817,473546898.0,834.0,379.0
818,473555230.0,856.0,389.0
819,473563572.0,856.0,388.0
820,473571894.0,856.0,370.0
821,473580263.0,859.0,374.0
822,473588574.0,857.0,365.0
823,473596896.0,852.0,360.0
824,473605225.0,849.0,368.0
825,473613563.0,851.0,370.0
826,473621952.0,852.0,359.0
827,473630222.0,852.0,358.0
828,473638567.0,851.0,357.0
829,473646888.0,847.0,348.0
830,473655319.0,854.0,341.0
831,473663636.0,857.0,342.0
832,473671885.0,854.0,334.0
833,473680216.0,853.0,307.0
834,473688561.0,848.0,327.0
835,473696890.0,851.0,311.0
836,473705216.0,846.0,321.0
837,473713612.0,846.0,335.0
838,473721879.0,851.0,340.0
839,473730210.0,854.0,335.0
840,473738552.0,858.0,323.0
841,473746875.0,854.0,328.0
842,473755209.0,853.0,332.0
843,473763558.0,856.0,332.0
844,473771892.0,851.0,330.0
845,473780207.0,843.0,338.0
846,473788547.0,840.0,333.0
847,473796871.0,845.0,334.0
848,473805201.0,846.0,331.0
849,473813543.0,850.0,339.0
850,473821868.0,844.0,330.0
851,473830198.0,849.0,323.0
852,473838551.0,804.0,365.0
853,473846873.0,855.0,332.0
854,473855197.0,856.0,333.0
855,473863612.0,813.0,371.0
856,473871868.0,854.0,317.0
857,473880193.0,849.0,324.0
858,473888553.0,849.0,332.0
859,473896863.0,848.0,332.0
860,473905189.0,841.0,328.0
861,473913552.0,842.0,330.0
862,473921855.0,845.0,337.0
863,473930187.0,856.0,340.0
864,473938535.0,854.0,338.0
865,473946858.0,852.0,333.0
866,473955246.0,848.0,336.0
867,473963549.0,850.0,336.0
868,473971850.0,850.0,331.0
869,473980181.0,849.0,330.0
870,473988527.0,847.0,332.0
871,473996856.0,850.0,344.0
872,474005180.0,851.0,339.0
873,474013524.0,855.0,345.0
874,474021845.0,853.0,298.0
875,474030177.0,851.0,348.0
876,474038518.0,849.0,341.0
877,474046840.0,845.0,339.0
878,474055176.0,847.0,333.0
879,474063569.0,848.0,331.0
880,474071848.0,852.0,334.0
881,474080171.0,849.0,368.0
882,474088574.0,827.0,385.0
883,474096840.0,778.0,526.0
884,474105193.0,790.0,542.0
885,474113556.0,741.0,588.0
886,474121939.0,795.0,550.0
887,474130165.0,792.0,551.0
888,474138510.0,748.0,615.0
889,474146838.0,801.0,577.0
890,474155171.0,798.0,578.0
891,474163505.0,745.0,615.0
892,474171890.0,800.0,577.0
893,474180157.0,800.0,571.0
894,474188511.0,750.0,608.0
895,474196842.0,800.0,574.0
896,474205157.0,797.0,581.0
897,474213499.0,728.0,608.0
898,474221828.0,789.0,575.0
899,474230153.0,792.0,574.0
900,474238485.0,796.0,587.0
901,474246817.0,796.0,584.0
902,474255160.0,799.0,582.0
903,474263553.0,799.0,584.0
904,474271871.0,797.0,584.0
905,474280228.0,795.0,587.0
906,474288481.0,795.0,586.0
907,474296873.0,794.0,585.0
908,474305144.0,794.0,586.0
909,474313491.0,799.0,584.0
910,474321819.0,798.0,591.0
911,474330202.0,796.0,585.0
912,474338487.0,748.0,615.0
913,474346817.0,796.0,587.0
914,474355138.0,797.0,590.0
915,474363484.0,796.0,594.0
916,474371805.0,799.0,589.0
917,474380137.0,806.0,598.0
918,474388483.0,831.0,601.0
919,474396878.0,876.0,603.0
920,474405148.0,900.0,595.0
921,474413478.0,901.0,595.0
922,474421801.0,898.0,607.0
923,474430131.0,902.0,604.0
924,474438475.0,898.0,612.0
925,474446802.0,898.0,613.0
926,474455129.0,897.0,608.0
927,474463473.0,898.0,605.0
928,474471793.0,903.0,595.0
929,474480126.0,900.0,608.0
930,474488470.0,898.0,608.0
931,474496803.0,901.0,601.0
932,474505199.0,899.0,608.0
933,474513458.0,901.0,609.0
934,474521786.0,903.0,609.0
935,474530120.0,901.0,609.0
936,474538489.0,904.0,599.0
937,474546797.0,900.0,597.0
938,474555116.0,895.0,610.0
939,474563465.0,899.0,601.0
940,474571792.0,906.0,608.0
941,474580165.0,911.0,512.0
942,474588490.0,868.0,414.0
943,474596779.0,909.0,378.0
944,474605110.0,899.0,353.0
945,474613456.0,898.0,362.0
946,474621778.0,898.0,373.0
947,474630108.0,900.0,387.0
948,474638453.0,897.0,386.0
949,474646773.0,901.0,386.0
950,474655153.0,898.0,386.0
951,474663440.0,904.0,382.0
952,474671768.0,894.0,380.0
953,474680101.0,901.0,368.0
954,474688453.0,902.0,362.0
955,474696792.0,909.0,370.0
956,474705102.0,906.0,377.0
957,474713442.0,911.0,385.0
958,474721834.0,899.0,385.0
959,474730164.0,902.0,397.0
960,474738439.0,902.0,395.0
961,474746770.0,905.0,398.0
962,474755094.0,903.0,375.0
963,474763438.0,906.0,388.0
964,474771761.0,904.0,386.0
965,474780089.0,900.0,387.0
966,474788496.0,912.0,383.0
967,474796821.0,904.0,371.0
968,474805122.0,897.0,379.0
969,474813445.0,895.0,372.0
970,474821770.0,894.0,372.0
971,474830146.0,895.0,374.0
972,474838432.0,897.0,380.0
973,474846751.0,907.0,378.0
974,474855156.0,902.0,392.0
975,474863459.0,902.0,389.0
976,474871745.0,902.0,391.0
977,474880079.0,906.0,391.0
978,474888428.0,906.0,387.0
979,474896757.0,905.0,386.0
980,474905157.0,908.0,376.0
981,474913423.0,908.0,374.0
982,474921743.0,898.0,380.0
983,474930154.0,910.0,369.0
984,474938417.0,944.0,352.0
985,474946741.0,1002.0,345.0
986,474955082.0,1059.0,331.0
987,474963407.0,1095.0,320.0
988,474971733.0,1097.0,313.0
989,474980068.0,1092.0,317.0
990,474988416.0,1091.0,317.0
991,474996744.0,1097.0,325.0
992,475005116.0,1097.0,321.0
993,475013444.0,1097.0,320.0
994,475021730.0,1097.0,319.0
995,475030138.0,1102.0,314.0
996,475038397.0,1104.0,313.0
997,475046726.0,1098.0,305.0
998,475055060.0,1096.0,313.0
999,475063418.0,1096.0,312.0
1000,475071749.0,1100.0,318.0
1001,475080110.0,1100.0,319.0
1002,475088391.0,1099.0,320.0
1003,475096721.0,1097.0,322.0
1004,475105054.0,1093.0,325.0
1005,475113405.0,1094.0,321.0
1006,475121724.0,1093.0,320.0
1007,475130051.0,1087.0,317.0
1008,475138394.0,1079.0,272.0
1009,475146719.0,1088.0,250.0
1010,475155048.0,1076.0,183.0
1011,475163391.0,1080.0,198.0
1012,475171714.0,1082.0,174.0
1013,475180045.0,1082.0,187.0
1014,475188436.0,1081.0,183.0
1015,475196711.0,1081.0,187.0
1016,475205041.0,1078.0,195.0
1017,475213391.0,1077.0,193.0
1018,475221708.0,1078.0,196.0
1019,475230039.0,1078.0,188.0
1020,475238386.0,1079.0,191.0
1021,475246706.0,1079.0,194.0
1022,475255103.0,1082.0,197.0
1023,475263372.0,1081.0,196.0
1024,475271706.0,1084.0,198.0
1025,475280105.0,1081.0,192.0
1026,475288373.0,1083.0,192.0
1027,475296751.0,1078.0,196.0
1028,475305097.0,1080.0,192.0
1029,475313416.0,1078.0,198.0
1030,475321770.0,1078.0,202.0
1031,475330086.0,1084.0,199.0
1032,475338363.0,1085.0,193.0
1033,475346695.0,1082.0,197.0
1034,475355078.0,1075.0,201.0
1035,475363361.0,1074.0,200.0
1036,475371724.0,1080.0,193.0
1037,475380022.0,1078.0,197.0
1038,475388372.0,1075.0,199.0
1039,475396752.0,1054.0,200.0
1040,475405021.0,974.0,189.0
1041,475413355.0,935.0,195.0
1042,475421684.0,848.0,223.0
1043,475430052.0,800.0,233.0
1044,475438351.0,780.0,225.0
1045,475446680.0,777.0,224.0
1046,475455045.0,778.0,235.0
1047,475463363.0,779.0,232.0
1048,475471692.0,778.0,228.0
1049,475480011.0,772.0,234.0
1050,475488345.0,772.0,218.0
1051,475496678.0,775.0,223.0
1052,475505008.0,775.0,231.0
1053,475513356.0,777.0,231.0
1054,475521696.0,780.0,237.0
1055,475530006.0,775.0,241.0
1056,475538341.0,773.0,240.0
1058,475546669.0,761.0,227.0
1059,475555001.0,763.0,223.0
1061,475563336.0,767.0,223.0
1062,475571665.0,775.0,216.0
1064,475579998.0,773.0,220.0
1065,475588348.0,770.0,229.0
1066,475596677.0,771.0,230.0
1067,475605007.0,773.0,224.0
1068,475613333.0,777.0,228.0
1069,475621661.0,772.0,237.0
1070,475629992.0,765.0,234.0
1071,475638338.0,766.0,235.0
1072,475646658.0,767.0,244.0
1073,475655063.0,769.0,283.0
1074,475663326.0,691.0,314.0
1076,475680023.0,672.0,243.0
1078,475696652.0,857.0,325.0
1079,475704984.0,724.0,424.0
1080,475713334.0,776.0,398.0
1081,475721661.0,760.0,403.0
1082,475729993.0,799.0,354.0
1083,475738330.0,783.0,370.0
1084,475746648.0,751.0,408.0
1085,475754983.0,786.0,365.0
1086,475763313.0,792.0,362.0
1087,475771644.0,755.0,401.0
